Openness,infogain,Conscientiousness,infogain,Extraversion,infogain,Agreeableness,infogain,Neuroticism,infogain
にとり,3.6975803207051072e-06,けんじる,3.2022012917964915e-06,いる,3.575605793448844e-06,ね,3.3793207773191725e-06,意外と,3.6969805762288033e-06
｀,3.691412362116786e-06,る,3.1949053974633657e-06,おやすみ,3.574447635323885e-06,受かる,3.3645603477738817e-06,ぶる,3.6845223695403106e-06
へん,3.6866461743390033e-06,えーと,3.178464521358393e-06,β,3.5722158439055463e-06,しんどい,3.3591102779340076e-06,ひどい,3.6812729943269673e-06
前,3.660952727635447e-06,まだ,3.1486035733108153e-06,そうですね,3.5689678354877685e-06,そりゃ,3.3580571653368807e-06,づらい,3.6313773310592268e-06
φ,3.639276590416962e-06,γ,3.1320953415292507e-06,先ず,3.5469147294797665e-06,削れる,3.3430522544675156e-06,迷う,3.629108535130321e-06
ついに,3.6136283002585756e-06,古,3.1302706767766253e-06,続,3.540743279351055e-06,減る,3.338917716977363e-06,ね,3.6243518859446766e-06
効く,3.600433791550728e-06,じ,3.127705060612662e-06,など,3.539871991975474e-06,こせる,3.330908728060855e-06,やぁ,3.6170847618199886e-06
てか,3.5812127308076924e-06,たのしむ,3.1260269689470377e-06,受ける,3.5372089921548167e-06,けんじる,3.3296959847106677e-06,いむ,3.586205524652719e-06
きちんと,3.5753182807685135e-06,映る,3.122336272420867e-06,やら,3.526126475250635e-06,めんどくさい,3.318082319792026e-06,かぁ,3.5831007950681837e-06
見付ける,3.5417944080906594e-06,多分,3.0986255873388657e-06,◇,3.5156797247859473e-06,《,3.3027905020910353e-06,》,3.5434955348856434e-06
荒れる,3.5411290223441583e-06,ガンバる,3.0915397579711623e-06,けんじる,3.4755818659748527e-06,》,3.2982218016730513e-06,酔う,3.4860321189711385e-06
ので,3.523520686110615e-06,うん,3.074005956116288e-06,おどる,3.4504507463450906e-06,貼る,3.2795850055666875e-06,云う,3.4843028150488564e-06
のぼる,3.518102595356787e-06,すげる,3.070582886177675e-06,にくい,3.4396287456051056e-06,ってな,3.2754249740252206e-06,けっこう,3.4652876751417594e-06
ねえ,3.5086556122720935e-06,帰る,3.0669452292242383e-06,そんなに,3.432131916780712e-06,ほる,3.271935917870117e-06,〇,3.4480436794659397e-06
ゆっくり,3.5064036316700964e-06,買う,3.0527192482754373e-06,見付ける,3.4314879009400556e-06,いれる,3.263872598857631e-06,取り敢えず,3.431815965515561e-06
めざましい,3.5004403562410857e-06,まずい,3.0508252326644225e-06,／,3.423315101058755e-06,生まれる,3.259387674314773e-06,へー,3.39850810804343e-06
成る,3.500001551692833e-06,めざましい,3.0445583273364107e-06,単に,3.416253965160543e-06,ひんやり,3.234867498203009e-06,為る,3.394355155283968e-06
くれる,3.496686315940245e-06,潜る,3.042771260952648e-06,γ,3.403357232367732e-06,おや,3.226284759683118e-06,おかす,3.385488480889265e-06
為る,3.4868378212538076e-06,忘れる,3.0367440210232743e-06,為る,3.3984467289194242e-06,やす,3.209178419671943e-06,のぼる,3.3490455773055317e-06
多,3.4761439829944507e-06,安い,3.0354972876400765e-06,ゆっくり,3.3819508014065747e-06,あんじる,3.1958503402540472e-06,では,3.3282416602720133e-06
飲む,3.471589258952079e-06,居る,3.0352176110248763e-06,覆る,3.365495292118048e-06,いつのまにか,3.188733275094613e-06,生きる,3.324966141193819e-06
わ,3.4661299950222713e-06,元,3.0229127735426076e-06,ゆく,3.345461308756903e-06,なんとか,3.170944347319349e-06,知る,3.3145367267506387e-06
まっ,3.4611833986675222e-06,また,3.0155123551534047e-06,ぜひ,3.3453763209623233e-06,あう,3.1313702278934485e-06,がんばる,3.3130477533616087e-06
ふふふ,3.4374528793401637e-06,’,2.998424461497784e-06,求む,3.3086452704278457e-06,快,3.1289237246712176e-06,しっかり,3.3100818430664702e-06
いたす,3.4341452589403687e-06,なんとなく,2.976192742698558e-06,おや,3.2977827463254172e-06,言う,3.1268031044362488e-06,すげる,3.3057442536676973e-06
話せる,3.414338850427079e-06,眠い,2.974600670890837e-06,ｑ,3.295319554896814e-06,副,3.11507541439493e-06,ほんとに,3.2936663382221454e-06
；,3.4091913297951137e-06,たのしい,2.9690086787992342e-06,増える,3.291827461615604e-06,美味い,3.08690685990598e-06,あの,3.2907156010120175e-06
食う,3.385864208227396e-06,ふむ,2.943119716158904e-06,間に合う,3.2496389897884725e-06,ｏ,3.056534560230695e-06,無,3.2878582092443764e-06
に関する,3.375722857468233e-06,やっぱ,2.9349964714153742e-06,くださる,3.240096390744185e-06,取れる,3.0554460535014982e-06,副,3.2778006932021597e-06
いい,3.37168552499989e-06,造る,2.9260124911889562e-06,さっさと,3.2377499203928295e-06,悪い,3.0493293995403903e-06,薦める,3.263920641649598e-06
とれる,3.359655204593359e-06,なにか,2.8903569861959966e-06,楽しい,3.207240045322024e-06,眠れる,3.0313592640496267e-06,イイ,3.2461755246071533e-06
見せる,3.3583881209331423e-06,よお,2.8884320880662173e-06,欲しい,3.194950719320744e-06,ぬう,3.029605622928422e-06,Ｙ,3.2179082064542897e-06
見つける,3.3571502839890854e-06,行ける,2.884731202024149e-06,某,3.165507089786246e-06,たい,2.994349787455164e-06,聞く,3.2170328653213787e-06
そういや,3.336498140882327e-06,倒す,2.8845631548923834e-06,帰る,3.1500523608452013e-06,すみません,2.991774839866679e-06,行ける,3.213676754376671e-06
けっこう,3.3208610856760856e-06,￥,2.8514243864963262e-06,まさかの,3.120304425507925e-06,あの,2.989129418429215e-06,‥,3.2044436282241406e-06
そして,3.3126471364886e-06,ぴったり,2.8513440325506068e-06,有る,3.1164701863595212e-06,〜,2.9878710636754846e-06,うるおう,3.2017097595371524e-06
たける,3.293497382372834e-06,覆る,2.8262172845350264e-06,古,3.1152492167008106e-06,よっしゃ,2.9858273661309553e-06,なぁー,3.1982887465087373e-06
かまう,3.265645181382837e-06,青い,2.815865149718988e-06,ド,3.1124797489345823e-06,とくとく,2.98240222218471e-06,解せる,3.1957450077335636e-06
》,3.2630966388946803e-06,暑い,2.799833519029349e-06,強い,3.1075775361877334e-06,よく,2.9808179810020263e-06,＜,3.1867197028967453e-06
何と,3.262532259129536e-06,超,2.794574235687186e-06,貼る,3.0939127623197393e-06,今更,2.9558321674727495e-06,惚れる,3.1854600457403848e-06
ただ,3.2501717649457973e-06,こせる,2.7889389428992217e-06,扱う,3.0607101896285016e-06,がる,2.9521261846188196e-06,ネ,3.18499043883147e-06
まぁ,3.248613355211205e-06,得る,2.7837745767422817e-06,相,3.057917411508626e-06,おやすみなさい,2.9182826706275478e-06,くう,3.1560105666628147e-06
構う,3.2478817052483677e-06,探す,2.767779441636975e-06,Ａ,3.051514559038182e-06,うわ,2.9075601570838217e-06,思う,3.1433390942359196e-06
たり,3.2326748107269765e-06,とびだせる,2.7651706930864606e-06,めんどい,3.0415048237752984e-06,ワクワク,2.8798574865929183e-06,揃える,3.139619969561025e-06
届ける,3.1992967903793357e-06,ニコニコ,2.7633215817779444e-06,呑む,3.0269399027282873e-06,により,2.8696857257148878e-06,そして,3.129852244709852e-06
不,3.187694533668406e-06,にとり,2.7552609036529674e-06,代わる,3.019713368135335e-06,癒す,2.8575253757656682e-06,γ,3.1240448357117145e-06
＼,3.1859961061586617e-06,物凄い,2.7526221983986687e-06,打つ,3.0135741206915867e-06,Ａ,2.842168021266467e-06,色んな,3.120594829875145e-06
じわじわ,3.1851981616703995e-06,元々,2.720987221094262e-06,のぼる,3.0047330976668007e-06,為る,2.83176181958833e-06,少々,3.1096232966376647e-06
くさい,3.1339780927064353e-06,いよいよ,2.7151926588198094e-06,こせる,3.0024392756455853e-06,めっちゃ,2.8176381297040365e-06,ヽ,3.103930793946219e-06
ごめん,3.0745404151488742e-06,◇,2.6906444000607266e-06,短,2.9966415067139707e-06,にとり,2.8174042804307575e-06,バレる,3.0780424518095373e-06
偉い,3.063521743285058e-06,しっかり,2.6719219401449834e-06,遣る,2.9856579155662644e-06,とびだせる,2.8136238552356474e-06,まじる,3.0733904982094273e-06
巣くう,3.0547441233208517e-06,ねる,2.658756666162887e-06,初めて,2.977559743877478e-06,はぁ,2.8080533812646635e-06,ほぼ,3.0630879986892623e-06
休む,3.0332253441178736e-06,》,2.639244845559219e-06,出掛ける,2.9737493149051275e-06,ぶっ,2.8023710442193206e-06,ゆう,3.0533075350280825e-06
そのまま,3.0300049995712897e-06,なり,2.6248967454067795e-06,呟く,2.9625510921116316e-06,病む,2.7703203302476e-06,なー,3.0454290330661493e-06
一応,3.0182114497678825e-06,かなえる,2.614758425667496e-06,ガンバる,2.9532941974164117e-06,観る,2.76486187100744e-06,優しい,3.0409757562077644e-06
当,3.0142535618615796e-06,大きな,2.6110471103013566e-06,かる,2.931828791186142e-06,辞める,2.7479188403622956e-06,見つける,3.0382491225111607e-06
とか,3.0109626849572635e-06,える,2.6052813163479627e-06,むく,2.92723942085793e-06,すげる,2.741209165546543e-06,いく,3.0381098387044503e-06
可,2.991276177199964e-06,同じ,2.6047140075924347e-06,やすらぐ,2.9106167349635115e-06,こわい,2.721055263554817e-06,ごめん,3.037255178139908e-06
同じ,2.962139976636635e-06,かも,2.599003695369362e-06,少々,2.9086633477337642e-06,又,2.7147603564037226e-06,もつ,2.9918119572869273e-06
こういう,2.9552124831688786e-06,面白い,2.5913975323366145e-06,少なくとも,2.8966939726871033e-06,如く,2.7019786601467644e-06,とびだせる,2.9846754664442088e-06
ながら,2.931629911939737e-06,多い,2.5841342006227563e-06,誤魔化す,2.8717174413994684e-06,選ぶ,2.691426747136738e-06,かまう,2.9750702873476698e-06
遊ぶ,2.9060225434918152e-06,何で,2.5674498302930004e-06,えっ,2.8598258559053846e-06,に対して,2.690543642547283e-06,バン,2.96187024928507e-06
誤魔化す,2.871527173153865e-06,代わる,2.5661252908149024e-06,α,2.8576470783026053e-06,いただく,2.6887892516924694e-06,売れる,2.9570725790240004e-06
えっ,2.8656557417017225e-06,Ｍ,2.5601429611832316e-06,ねとる,2.834946386420789e-06,けども,2.6879155518022557e-06,食べる,2.904080462884373e-06
漲る,2.833109007172041e-06,おかす,2.545301535206157e-06,のに,2.834931908446414e-06,なんて,2.6871458845834084e-06,Ｎ,2.8986931313035313e-06
映る,2.8303408433627553e-06,やっぱり,2.5444074051028664e-06,被る,2.828914628882906e-06,こんにちは,2.6772860206580873e-06,微笑む,2.8929594485527232e-06
覆る,2.8289578527518344e-06,△,2.542485252443605e-06,だいたい,2.8278811095017176e-06,居る,2.661082610710963e-06,う,2.8694998417400086e-06
まい,2.7764871375346445e-06,どうも,2.510674882882924e-06,特に,2.8184179226009576e-06,ふむ,2.657374954639913e-06,えっ,2.8672959602182857e-06
さわがせる,2.756719543306474e-06,α,2.508952077762139e-06,ある程度,2.81632351761818e-06,｜,2.653911494343575e-06,Ｌ,2.8566583487599218e-06
Ｐ,2.7561225484085128e-06,バレる,2.4900702084718063e-06,では,2.776774112867031e-06,あやい,2.6533876675838286e-06,若々しい,2.8419859527950564e-06
うん,2.7519854302049396e-06,ごめん,2.4819793458252803e-06,□,2.7639564977866016e-06,見付ける,2.6482178642206478e-06,ｎ,2.8401409324363414e-06
について,2.7425231330369115e-06,やけに,2.4763034954800034e-06,おおう,2.755539137422325e-06,おいおい,2.646985917231781e-06,いい,2.8375430649596467e-06
どうにか,2.7134540367956816e-06,いつのまにか,2.461618261229148e-06,のみ,2.750049735600335e-06,こう,2.6406174986615127e-06,遣る,2.8282371622445623e-06
×,2.7042562021906136e-06,＿,2.4384695022083847e-06,はい,2.734028668238686e-06,御座る,2.6277838386379315e-06,そこそこ,2.827913656688885e-06
欲しい,2.694631309418938e-06,けど,2.4258262534271324e-06,取れる,2.7324110940529778e-06,歌う,2.626762119151138e-06,取る,2.8136481702301097e-06
ヽ,2.6916175204227955e-06,つる,2.417996742720696e-06,Ｈ,2.71625821690602e-06,巣くう,2.6262915506780615e-06,まい,2.806156651380398e-06
ふん,2.6890701723125687e-06,すっきり,2.4129113808113445e-06,わく,2.7060393154032525e-06,単,2.6174944893764263e-06,総,2.802438200055768e-06
◎,2.688912878467953e-06,そりゃ,2.3968417768305272e-06,できる,2.675470336832575e-06,食う,2.59523842627285e-06,いやぁ,2.7858355855503447e-06
よる,2.688324772126549e-06,により,2.396318913633344e-06,詳しい,2.6673063846516243e-06,おとす,2.588127645308802e-06,たける,2.784406667899475e-06
曇る,2.6796600627321254e-06,試す,2.392567941877921e-06,やあ,2.666812211282732e-06,かなえる,2.5802491034898623e-06,揃う,2.7475295552026324e-06
うむ,2.658813307410135e-06,誤魔化す,2.3897937723171836e-06,見つける,2.666632620607068e-06,◇,2.5774282316204378e-06,止める,2.7442508071517935e-06
おとす,2.6553456712319345e-06,もともと,2.383412494033621e-06,あかん,2.666450036992174e-06,どうして,2.5748554257631895e-06,よろしく,2.739242164095934e-06
代わる,2.6529868661917533e-06,どうにか,2.3793592925924756e-06,行ける,2.6443715047674843e-06,掛かる,2.564912811031661e-06,面白い,2.72913447973977e-06
のみ,2.647305282987844e-06,漲る,2.3773890854839053e-06,ちなみに,2.6383187345935255e-06,にゃ,2.5646224532938078e-06,べし,2.7178927602955483e-06
始める,2.645739579865136e-06,￣,2.375868056514463e-06,ふる,2.6322089696773077e-06,祈れる,2.5622354934418112e-06,本当に,2.7173101337929495e-06
はぐる,2.615877899625474e-06,おお,2.3754883068383137e-06,み,2.6313956809076444e-06,漲る,2.552732222604881e-06,パチ,2.715563449440239e-06
伸びる,2.60994611100962e-06,他,2.3735665800606043e-06,にて,2.618884386573761e-06,本,2.54777243924309e-06,かっこよい,2.706932937801554e-06
願う,2.588664716252076e-06,るる,2.364379140917805e-06,かなえる,2.5587188439146757e-06,および,2.5462570075740487e-06,ってか,2.7058680952540826e-06
こせる,2.5618777864666598e-06,倒せる,2.3432259534938993e-06,認める,2.5566949779509685e-06,推せる,2.5124162013057116e-06,…,2.68636729006122e-06
あの,2.5573787274524307e-06,育む,2.3392417755063732e-06,はぐる,2.5547232839207012e-06,のぼる,2.5115683316423443e-06,やばい,2.6815081619613323e-06
似る,2.545733150172147e-06,揺れる,2.3365904601169163e-06,じゃぁ,2.551618561441593e-06,あり,2.5113492334583043e-06,うつ,2.6810426919654518e-06
若々しい,2.534167484302685e-06,ぞ,2.3280043521811677e-06,気づく,2.5447264005995507e-06,干す,2.5027004343369796e-06,貰える,2.66088647471463e-06
※,2.5319733608641926e-06,‘,2.3194117998448505e-06,なー,2.5444588558354297e-06,Ｄ,2.496535845275538e-06,ゆく,2.647226841290262e-06
しんどい,2.526348261255862e-06,ねとる,2.317752513913973e-06,替る,2.534672442155994e-06,ｂ,2.4888724367011505e-06,ば,2.6291036495651454e-06
何とか,2.5256239617466036e-06,ねん,2.3139787553860813e-06,おかす,2.530724198424039e-06,間もなく,2.4874660206064547e-06,こせる,2.6265784626167132e-06
により,2.513226284972525e-06,かける,2.3065230762009392e-06,とかいう,2.518047495736475e-06,さる,2.4829471623188937e-06,集める,2.62380450832822e-06
殺す,2.5068350731904943e-06,について,2.2995778733436723e-06,うん,2.517673405866283e-06,かまう,2.479937797783549e-06,熱い,2.6215384114625095e-06
いる,2.4972565031422533e-06,ありがたい,2.2888476787219503e-06,飽きる,2.516802823704367e-06,返す,2.4705562351456933e-06,かつ,2.612462595918963e-06
はれる,2.4953750974443523e-06,やっと,2.2885263073479933e-06,酷い,2.5039946288663018e-06,厳しい,2.458784156167404e-06,みる,2.605495447283168e-06
さらに,2.492276148458039e-06,なんで,2.2734669370416682e-06,映る,2.4966926712721715e-06,ｐ,2.4308352180035797e-06,ぶっ,2.603530801947862e-06
止む,2.490194653481659e-06,あー,2.2615985388885207e-06,諦める,2.4594499583585616e-06,ひる,2.430545298803821e-06,がんばれる,2.595634727042828e-06
による,2.480678272798187e-06,Ｈ,2.2589091118740967e-06,間もなく,2.4532253443121377e-06,むっちゃ,2.4303038796968934e-06,あかん,2.5947296764528005e-06
ばたばた,2.47380143669762e-06,おいしい,2.25630873740279e-06,ごめん,2.445618432656005e-06,×,2.41080953289341e-06,信じる,2.594529835531212e-06
無,2.469686885442357e-06,はい,2.255826878627687e-06,やたら,2.432747146396963e-06,まう,2.4104498470567393e-06,空く,2.5883571616036605e-06
搾る,2.466522724065001e-06,すら,2.2456706221252176e-06,素晴らしい,2.419347303161956e-06,見つける,2.4081636490480562e-06,おはよう,2.5753843519993325e-06
又,2.438735044463236e-06,かまう,2.2414887357324886e-06,つむ,2.4179368546262126e-06,ねとる,2.394071435429801e-06,かっきる,2.550630532338616e-06
痛い,2.428228356721185e-06,癒す,2.2340437527690327e-06,はげる,2.4138898846448598e-06,いく,2.3887262045052537e-06,ねむい,2.5472412296112523e-06
ぐらい,2.4213953958573953e-06,引く,2.2334324939476957e-06,今更,2.413795722189249e-06,きる,2.3821539596458052e-06,にとり,2.542152664819497e-06
厳しい,2.397999302905518e-06,▼,2.2211168076990973e-06,売る,2.4064976146265238e-06,終わる,2.3789879944891013e-06,ふつう,2.5194467661027176e-06
どういう,2.389558760640398e-06,いっぱい,2.2203429455025514e-06,慣れる,2.3815658364290115e-06,むかつく,2.3712938955755547e-06,゜,2.511806756921864e-06
遣る,2.3776638859995813e-06,始める,2.21976628500542e-06,まる,2.380056505990602e-06,見付かる,2.3700673712490072e-06,新しい,2.5113485749850284e-06
やすらぐ,2.3773532689119747e-06,巣くう,2.215293971485899e-06,っと,2.3795475854182513e-06,そんな,2.3691485880883434e-06,える,2.504831379535055e-06
削れる,2.3669127777736776e-06,はぐる,2.215293971485899e-06,後で,2.3782166811425753e-06,むすぶ,2.36809510389957e-06,だって,2.4908621431007916e-06
愛す,2.355825827193847e-06,ちなみに,2.2046424525967723e-06,おいしい,2.3567748747010953e-06,Ｐ,2.3671543056824618e-06,同,2.4739762971570656e-06
ちゃ,2.3453019010188925e-06,とかいう,2.2033993124503937e-06,もともと,2.3422694122032794e-06,ける,2.332669668425602e-06,歩く,2.4543862011672246e-06
とびだせる,2.342835320412462e-06,相変わらず,2.2028411525987224e-06,止める,2.341862699539732e-06,更に,2.3176719370354704e-06,たぎる,2.4467170957054307e-06
に,2.3410145982838415e-06,萌える,2.1953447387756952e-06,はる,2.3408411908842908e-06,すら,2.304512312090168e-06,漲る,2.4459665286524768e-06
たのしむ,2.331294807422779e-06,気づく,2.1931038461930896e-06,かかる,2.327341324881438e-06,まるい,2.300540483890501e-06,しまう,2.442991712925391e-06
たぐる,2.3309173869945354e-06,おく,2.1927454577630456e-06,パチ,2.3259611575676686e-06,えっ,2.296977871574235e-06,遂に,2.436265037819574e-06
稼げる,2.3289794323089197e-06,云う,2.1921172576044867e-06,云う,2.320153422941118e-06,たっぷり,2.284157694432132e-06,借りる,2.422312138872229e-06
有り難い,2.326087350845718e-06,おや,2.1898502149397814e-06,又,2.3133413850073836e-06,つくる,2.2787779094812777e-06,いただく,2.4150497254238346e-06
天下る,2.309682982648553e-06,認める,2.1824224279987092e-06,かりる,2.3057859880326603e-06,なかなか,2.27808435004917e-06,育む,2.4115605400387707e-06
撃つ,2.3093790064709907e-06,↓,2.168600253371622e-06,削れる,2.299932607252586e-06,かっきる,2.2419553312724716e-06,ゆっくり,2.40446337163025e-06
選りすぐる,2.3011800682759542e-06,きゃー,2.1641259613236485e-06,Ｂ,2.28395472057219e-06,何時も,2.2378053171623336e-06,鳴る,2.398710063244991e-06
あんじる,2.2988175623073204e-06,祈れる,2.1612622799205283e-06,見付かる,2.272082802123876e-06,諦める,2.236847183700874e-06,へぇ,2.3915030794574577e-06
如く,2.2982220795331187e-06,集める,2.1497275518589376e-06,ゝ,2.2711642521100472e-06,刻む,2.2363345045794958e-06,減る,2.3906214623448108e-06
ありがとう,2.2818451261841233e-06,あーあ,2.1486999087771963e-06,ぽい,2.2641416643764956e-06,とる,2.2142264163305114e-06,あんじる,2.3735569580907168e-06
快,2.2808315398581414e-06,と,2.1463676619370986e-06,ありがとう,2.2512925161866093e-06,おもしろい,2.212710855098443e-06,《,2.363499388091661e-06
あり,2.2780967007252073e-06,恐らく,2.138257841788338e-06,すら,2.238082424832477e-06,呉れる,2.1948739830079944e-06,むにゃむにゃ,2.351464798322489e-06
ガンバる,2.271116767538217e-06,いかつい,2.1282045790105286e-06,かける,2.2349014279221535e-06,古,2.1892991131089445e-06,見付ける,2.3438136508291407e-06
《,2.266345976664752e-06,天下る,2.124562579752798e-06,めんどくさい,2.225707262604182e-06,おもんない,2.186226596090357e-06,ο,2.3074549441171044e-06
待つ,2.253644990735104e-06,少々,2.122408006788312e-06,漲る,2.2200266807104185e-06,無くなる,2.1837391461776434e-06,間違える,2.3038927552399002e-06
準,2.247396274190905e-06,稼ぐ,2.119793082844268e-06,ニヤリ,2.194104577135647e-06,おきる,2.1820193771837637e-06,Ａ,2.2988050778494085e-06
ど,2.244570883380703e-06,まさかの,2.1069249436234117e-06,がんばれる,2.1793746802778458e-06,かむ,2.1813597149700215e-06,おい,2.2895951834467354e-06
バレる,2.2307658437137334e-06,ぼる,2.10416828505533e-06,送る,2.173877144406866e-06,遣る,2.1775329314133174e-06,止まる,2.2862848428895077e-06
あげる,2.2294952803925128e-06,潤う,2.101728585279794e-06,含める,2.1634668841974403e-06,片づける,2.1726058286875016e-06,どうしても,2.274765674603607e-06
ψ,2.212609319651726e-06,投げる,2.1004030581472932e-06,こう,2.1624846842094314e-06,触る,2.1579019995332516e-06,でかい,2.2711899023697413e-06
ぐっと,2.208661147862223e-06,など,2.0997287601964842e-06,一旦,2.162400400851361e-06,なくなる,2.1565426941982935e-06,さわがせる,2.2695397892125158e-06
Ｂ,2.203935196121165e-06,ひんやり,2.099405413513722e-06,そもそも,2.160884948754216e-06,もらえる,2.1496712486746006e-06,低い,2.266012287366337e-06
さあ,2.174506144703159e-06,上手い,2.099115296028131e-06,ほとんど,2.157465088359345e-06,ゆる,2.1417201002682518e-06,子,2.2626246701795694e-06
何で,2.163245681474635e-06,ちゃう,2.0984929817169373e-06,￥,2.1573994914980688e-06,り,2.13273567528649e-06,感じる,2.2603863487624665e-06
かりる,2.1630046548315462e-06,だるい,2.092982531731735e-06,見よい,2.155636978584674e-06,示す,2.1318546048476605e-06,ので,2.2531789057866902e-06
つくれる,2.161017091939499e-06,みずみずしい,2.091957880590023e-06,得る,2.142653753978152e-06,振りまく,2.1316424958506275e-06,眠る,2.247743877026309e-06
生きる,2.157923439383147e-06,さっさと,2.0908597498925374e-06,やっぱ,2.1325007502071003e-06,あっという間に,2.131012137196464e-06,準,2.2462309720028273e-06
あふれる,2.1549754306571245e-06,ほう,2.0859775743398146e-06,さっぱり,2.1298036568806467e-06,何とか,2.1291523327748862e-06,お疲れさま,2.2421704984898483e-06
借りる,2.138536232876298e-06,しんどい,2.0855737346003878e-06,聴ける,2.1221021478945445e-06,美しい,2.1233846291268677e-06,むっちゃ,2.226465035559677e-06
たぎる,2.1183843675887104e-06,知る,2.079342803495976e-06,正す,2.120040724529204e-06,揃う,2.1210967481311016e-06,すっかり,2.219837308858885e-06
繋ぐ,2.098617213897036e-06,辛い,2.075777190357897e-06,いける,2.1172773653210797e-06,いよいよ,2.101512233121383e-06,如く,2.194113454478952e-06
大抵,2.0910159227449654e-06,うたう,2.0742222849312597e-06,とびだせる,2.111343880617511e-06,しまう,2.095774661037275e-06,蒸し暑い,2.1932251782486034e-06
解せる,2.087047741183845e-06,とくとく,2.069226989531714e-06,やや,2.0957992167280892e-06,ｖ,2.095091053311293e-06,Ｂ,2.1895366169033537e-06
生,2.0803555069726087e-06,見せる,2.0584550877167374e-06,当,2.0938210766319187e-06,過ぎる,2.0637474338336403e-06,古,2.1818848480181785e-06
ああ,2.0759410533921496e-06,つい,2.0441638598489575e-06,ほんと,2.092120633401251e-06,替る,2.0635000058666364e-06,替る,2.18143553099015e-06
こなす,2.0691764942570856e-06,高める,2.0315012082550155e-06,育む,2.089954713735409e-06,微笑む,2.062786878531675e-06,どうも,2.181247943933151e-06
ねる,2.0627090617786337e-06,呉れる,2.0240092600820603e-06,惜しい,2.0822540274245682e-06,出掛ける,2.05364779548578e-06,着く,2.1772123660612763e-06
之,2.0529863649088043e-06,行う,2.0220339047583025e-06,何だか,2.0801038284057327e-06,実際,2.047486537648524e-06,はる,2.171333590816893e-06
びびる,2.0407089483809315e-06,ウケる,2.0215780949239814e-06,いきなり,2.0736373773644345e-06,楽しむ,2.0451265883014713e-06,羨ましい,2.169580288091666e-06
じゃ,2.0386202007616205e-06,香る,2.0094509232126967e-06,巣くう,2.0686608563913467e-06,と共に,2.0448120561233907e-06,■,2.1635348059767523e-06
無くなる,2.034738485257037e-06,まじる,2.0019501324464173e-06,ところで,2.0635607098640207e-06,よし,2.044750296747999e-06,めっちゃ,2.1544975181697623e-06
もぐもぐ,2.0295812981352412e-06,ねむたい,2.0016126085486974e-06,弱い,2.0419434422214167e-06,できる,2.0411561374444886e-06,悔しい,2.1530295000182775e-06
θ,2.028378024654387e-06,つかう,2.001311885657664e-06,ハマる,2.03179006597054e-06,いう,2.035165121316851e-06,誤魔化す,2.1509955785425916e-06
づらい,2.023784769988879e-06,さわがせる,1.9991672446373343e-06,下さる,2.0289557544073133e-06,ば,2.029404470582641e-06,なんで,2.1509591534574213e-06
食べる,2.021678571551e-06,のれる,1.9917826373783143e-06,聞く,2.0237406141987435e-06,いつも,2.0273557919114893e-06,振りまく,2.1437682602432062e-06
おかす,2.0089231700382015e-06,まい,1.9908644643962248e-06,祈れる,2.018205593756761e-06,でも,2.025790042714526e-06,間もなく,2.140356155422296e-06
贈る,1.982544464484981e-06,遣る,1.989190608120417e-06,少,2.00853846721305e-06,上手い,2.0209322610931224e-06,おやすみなさい,2.0941884208980355e-06
可愛らしい,1.9756923128610993e-06,導く,1.985285140615467e-06,またまた,2.0006739354094805e-06,名,2.0143815215867278e-06,に関する,2.0937975832024946e-06
